name,url,description,duration,adaptive_support,remote_support,test_type
Manager 8.0+ JFA (Variant A208),https://www.shl.com/products/product-catalog/view/manager-8-0-jfa-4310/?variant=208,Manager 8.0+ JFA: The Manager 8.0+ Job-Focused Assessment is designed for candidates applying to their first leadership positions and includes SHL’s new innovative mobile-first…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Global Skills Development Report (Variant B209),https://www.shl.com/products/product-catalog/view/global-skills-development-report/?variant=209," Global Skills Development Report : This report is designed to be given to individuals who have completed the Global Skills Assessment (GSA). With coverage across the Great 8 Domains, this…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Store Manager Solution (Variant C210),https://www.shl.com/products/product-catalog/view/store-manager-solution/?variant=210,Store Manager Solution: The Store Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
.NET WPF (New) (Variant D211),https://www.shl.com/products/product-catalog/view/net-wpf-new/?variant=211,".NET WPF (New): Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Executive - Short Form (Variant E212),https://www.shl.com/products/product-catalog/view/executive-short-form/?variant=212,"Executive - Short Form: The Executive solution is intended for use with senior executive level positions responsible for planning, directing, or coordinating key business activities…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
.NET MVVM (New) (Variant F213),https://www.shl.com/products/product-catalog/view/net-mvvm-new/?variant=213,".NET MVVM (New): Multi-choice test that measures the knowledge of MVVM pattern, scenarios, data validation, ViewModel communication and Quick-start.",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Administrative Professional - Short Form (Variant G214),https://www.shl.com/products/product-catalog/view/administrative-professional-short-form/?variant=214,Administrative Professional - Short Form: The Administrative Professional solution is for entry to mid-level positions that involve routine clerical and administrative functions in addition to office…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Teller with Sales - Short Form (Variant H215),https://www.shl.com/products/product-catalog/view/teller-with-sales-short-form/?variant=215,"Teller with Sales - Short Form: The Teller solution with Sales is for entry-level financial institution teller positions. Sample tasks for this job would include, but are not limited to…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Store Manager 7.0 Solution (Variant I216),https://www.shl.com/products/product-catalog/view/store-manager-7-0-solution/?variant=216,Store Manager 7.0 Solution: Our Store Manager 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Professional/Individual Contributor - Short Form (Variant J217),https://www.shl.com/products/product-catalog/view/professionalindividual-contributor-short-form/?variant=217,"Professional/Individual Contributor - Short Form: The Professional/Individual Contributor solution is for mid to upper-level, non-managerial positions. Sample tasks for these jobs include, but are not limited…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
District/Regional Manager Solution (Variant K218),https://www.shl.com/products/product-catalog/view/districtregional-manager-solution/?variant=218,District/Regional Manager Solution: The District/Regional Manager solution is for mid- to senior-level managerial positions that oversee multiple stores within a defined area.  Sample tasks for…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager + 7.1 (International) (Variant L219),https://www.shl.com/products/product-catalog/view/manager-7-1-%28international%29/?variant=219,"Manager + 7.1 (International): Our Manager + 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Restaurant Supervisor Solution (Variant M220),https://www.shl.com/products/product-catalog/view/restaurant-supervisor-solution/?variant=220,Restaurant Supervisor Solution: The Restaurant Supervisor solution is designed for management level positions in the hospitality industry. Sample tasks include serving as a staff resource…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Claims/Operations Supervisor Solution (Variant N221),https://www.shl.com/products/product-catalog/view/claimsoperations-supervisor-solution/?variant=221,Claims/Operations Supervisor Solution: The Claims/Operations Supervisor solution is for entry-level management positions that involve supervising hourly employees.  Sample tasks for this job…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Sales Representative Solution (Variant O222),https://www.shl.com/products/product-catalog/view/sales-representative-solution/?variant=222,Sales Representative Solution: The Sales Representative solution is for entry-level sales positions in which employees proactively sell products to customers and have their pay and/or…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Bank Operations Supervisor - Short Form (Variant P223),https://www.shl.com/products/product-catalog/view/bank-operations-supervisor-short-form/?variant=223,Bank Operations Supervisor - Short Form: The Bank Operations Supervisor solution is for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
.NET WPF (New) (Variant Q224),https://www.shl.com/products/product-catalog/view/net-wpf-new/?variant=224,".NET WPF (New): Multi-choice test that measures the knowledge of .NET basics, WPF, XAML controls, events, layouts, working with WPF windows/menus and deploying WPF…",0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Retail Sales Associate Solution (Variant R225),https://www.shl.com/products/product-catalog/view/retail-sales-associate-solution/?variant=225,Retail Sales Associate Solution: The Retail Sales Associate solution is for entry-level retail positions in which employees proactively sell products to customers and have their pay and/or…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety Solution (Variant S226),https://www.shl.com/products/product-catalog/view/workplace-safety-solution/?variant=226,Workplace Safety Solution: The Workplace Safety Solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Manager 8.0+ JFA (Variant T227),https://www.shl.com/products/product-catalog/view/manager-8-0-jfa-4310/?variant=227,Manager 8.0+ JFA: The Manager 8.0+ Job-Focused Assessment is designed for candidates applying to their first leadership positions and includes SHL’s new innovative mobile-first…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Contact Centre Agent Solution - UK (Variant U228),https://www.shl.com/products/product-catalog/view/contact-centre-agent-solution-uk/?variant=228,Contact Centre Agent Solution - UK: This solution is used for job candidates applying to entry-level positions in a contact centre environment where the main focus of the job is customer service…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Insurance Account Manager Solution (Variant V229),https://www.shl.com/products/product-catalog/view/insurance-account-manager-solution/?variant=229,Insurance Account Manager Solution: The Insurance Account Manager solution is for mid-level insurance professionals that manage the day-to-day operations and activities of customer accounts…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Phone Banker - Short Form (Variant W230),https://www.shl.com/products/product-catalog/view/phone-banker-short-form/?variant=230,Phone Banker - Short Form: This solution is for entry to mid-level financial institution positions. Candidates are asked to answer multiple choice questions to assess learning potential…,0,No,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
